Sex,Fur,Eyes,Eyewear,Top,Neck,Head,Mouth,Nose,Ears,Expression,Background,Music,Dance
Male,Sandy,Reptile (Yellow),,Camo Jacket,Bowtie (Black),Beer Hat,,,Gold Studs,Blank,Tiki,Coffee and Carrots,Big Nod
Male,Orange,Blue,Sunglasses,Red Balloon Singlet,Lei,Army Helmet,Pipe,,Steel Rings,Mouth Open (Right),Swamp,FLUF You Up,Subtle Nod
Male,Guernica,Yellow,Star Glasses,,,,,,Gold Rings & Studs,Blank,Spaceship,Back in the Burrow,Subtle Nod
Male,Winter,Blue,Aviators,White Singlet,Clock Necklace,Afro (Base),Cigarette,,Gold Rings,Mouth Open (Right) + Wink,Garden,Beyond the Gates,Subtle Nod
Male,Grey,Red,,Voxel Rabbit Singlet,,Bandana,,Bull Ring,Steel Studs,Smile,Heaven,Shadows,Bob
Female,Black & White,Green,,Digital Camo Singlet,Collar (Pink),,Whistle,Steel Ring,Diamond Studs,Mouth Open (Middle),Pass,Floating or Flying,Subtle Nod
Male,Black & White,Hypnotic,Cyberpunk Glasses,Kimono,Dog Tags,,Party Horn,Steel Ring,,Anger,Dunes,Coffee and Carrots,Groove
Female,Guernica,Heart (Blue),,,VIP lanyard,Army Helmet,Medical Mask,,,Blank,Gallery,Hop With Me,Round
Male,Candy Floss,Cat (Brown),,Flannel Jacket,Bowtie (Red),Army Helmet,Pipe,Gold Ring,,Mouth Open (Right),Spaceship,Reggae Rabbits,Round
Male,Peppermint,Green,Shutter Glasses,Camo Jacket,,Mullet (Base),Cigarette,Bone,Bandaged,Mouth Open (Right),Dunes,Follow You,Round
Male,Darkness,Dead,Aviators,,FLUF Logo Chain,,Lollipop,Bull Ring,Steel Rings,Anger,FLUF Haus Miami 2021,FLUF Ocean,Groove
Female,Cow,Green,,Puffer Vest,Collar (Pink),Beer Hat,,Gold Stud,Steel Studs,Blank,Swamp,I Like to Party,Bob
Male,Marshmellow,Blue,Speed Glasses,High Vis Vest,,Cowboy Hat,Tongue Out,Bone,,Smile,Markets,Disco Rabbit,Subtle Nod
Male,Peppermint,Green (Dilated),,,,Sombrero,,Steel Ring,Steel Rings,Smile,Fluf Haus LA 2022,FLUF Ocean,Big Nod
Male,Moody Blue,Cat (Brown),Star Glasses,Tie Dye Singlet,FLUF Logo Chain,Flower Crown,Party Horn,,Steel Rings,Mouth Open (Left) + Wink,Mystic Valley,Floating or Flying,Groove
Male,Peppermint,Cat (Blue),,Camo Jacket,,Conical Hat,Joint,Clown Nose,,Mouth Open (Right) + Wink,FTW (F*ck The War),FLUF You Up,Round
Male,Peppermint,Green,Round Glasses,Holographic Jacket,,Mohawk (Black),,,Bandaged,Blank,Lambo,Follow You,Big Nod
Female,Darkness,Dead,Neon Glasses,Puffer Jacket,Bowtie (Gold),,,,,Blank + Wink,FLUF Haus Miami 2021,FLUF Ocean,Side Nod
Male,Winter,Green (Dilated),,Yellow Rabbit Singlet,,Mullet (Base),Pipe,Steel Ring,FLUF Tag,Mouth Open (Right),ASTO Discovery Portal,Hop On By,Side To Side
Male,Brown,Green,Round Glasses,,Dog Tags,Mullet (Orange),Carrot,Steel Ring,,Mouth Open (Right) + Wink,ASTO Discovery Portal,Desert Digging,Side Nod
Female,Orange,Cat (Brown),,Kimono,,Afro (Base),Lip Piercings,Gold Stud,,Wonder,Dunes,Rabbiton,Round
Male,Sandy,Blue,Bug Eye Glasses,Voxel Rabbit Singlet,,,Cigarette,Gold Ring,Gold Bows,Mouth Open (Right),Zen Den,Hop With Me,Side Nod
Male,Winter,Thirties,Star Glasses,,Clock Necklace,,Lollipop,Steel Ring,Steel Rings & Studs,Mouth Open (Left),Mansion,FLUF You Up,Side Nod
Male,Zombie (Black),Inverted (Purple),,,Bowtie (Gold),Beanie,,Gold Ring,Steel Rings,Blank,Lambo,Messiah,Round
Female,Retro,Blue,Fake Eyelashes,Tie Dye Singlet,,,Medical Mask,,FLUF Tag,Blank,Mansion,Latin Fiesta,Subtle Nod
Female,Kandinsky,Xs,,,,,Lollipop,,,Mouth Open (Left) + Wink,Dancing in the Shroomlight,Latin Fiesta,Side Nod
Female,Zebra,Purple Rings,,,FLUF Logo Chain,Afro (Base),Lip Piercings,,,Smile,Mansion,Run Rabbit,Side Nod
Female,Grey,Blue,Designer Glasses,,,,Lipstick,,Red Ribbon,Blank,Backalley,Eating Carrots in the Dark,Subtle Nod
Female,Black & White,Dollars,,,Collar (Pink),Beer Hat,,,Steel Rings,Blank,Fluf Haus LA 2022,Hop On By,Side To Side
Female,Grey,Blue,Aviators,High Vis Vest,,Bandana,Joint,Steel Stud,FLUF Tag,Mouth Open (Right),Tiki,NFT (Instrumental),Round
Male,Peppermint,Heart (Blue),,,Dog Tags,Tuft (Base),Cigarette,,FLUF Tag,Mouth Open (Right),Spaceship,Disco Rabbit,Big Nod
Male,Camo,Cat (Blue),,Puffer Vest,Tie,Mullet (Base),,,Bit Ear,Blank,The Front,Let It Go,Side Nod
Male,Bully,Glowing Red,,Tie Dye Singlet,Greenstone,Army Helmet,Party Horn,,Steel Rings,Mouth Open (Left),The Front,Shadows,Round
Male,Marshmellow,Green,Deal With It Glasses,,,Devil Horns,Whistle,Gold Ring,Steel Studs,Mouth Open (Middle),Mansion,Messiah,Bob
Male,Grey,Green,Bug Eye Glasses,,,,Pipe,,Steel Studs,Mouth Open (Right),Pass,Beyond the Gates,Groove
Male,Winter,Brown,Sunglasses,Kimono,,,Cigarette,Diamond Stud,FLUF Tag,Mouth Open (Right),Garden,What the FLUF,Round
Female,Sandy,Blast,,Digital Camo Singlet,,Tennis Hat,Lollipop,Bone,Gold Studs,Mouth Open (Left) + Wink,Beach,Dubhop,Side Nod
Male,Peppermint,Yellow,Shutter Glasses,,Collar (Pink),Flower Crown,,Steel Stud,Gold Rings & Studs,Grin,Tiki,Coffee and Carrots,Side To Side
Male,Hawk,Fire,,,,Mullet (Orange),Joint,Steel Ring,,Mouth Open (Right),Art Gallery,Beyond the Gates,Round
Male,Brown,Blue,Aviators,Black FLUF Singlet,Collar (Pink),,Pipe,Diamond Stud,FLUF Tag,Mouth Open (Right),Lambo,Run Rabbit,Groove
Female,Red,Yellow,Shutter Glasses,,Bowtie (Black),Afro (Base),Lollipop,Steel Stud,Steel Rings,Anger,Lambo,Floating or Flying,Subtle Nod
Female,Sandy,Cat (Blue),,White Singlet,,Sombrero,Lip Piercings,Steel Stud,Steel Studs,Smile,Lambo,Latin Fiesta,Side To Side
Male,Tiger,Blue,Aviators,High Vis Vest,Bowtie (Red),Tuft (Base),Cigarette,Steel Ring,Steel Rings,Mouth Open (Right) + Wink,Dunes,Floating or Flying,Side Nod
Male,Sandy,Cat (Brown),Eye Patch,,,Mullet (Black),Joint,Bull Ring,Bandaged,Mouth Open (Right),Mansion,FLUF You Up,Round
Female,Grey,Cat (Brown),,Boob Tube,,Afro (Black),Lipstick,,,Blank,Garden,Latin Fiesta,Round
Male,Sandy,Purple,,,Glowstick Necklace,Flower Crown,Lollipop,,Gold Studs,Mouth Open (Left),Mansion,Ear Wobbler,Side Nod
Male,Honeycomb,Purple,,Digital Camo Singlet,FLUF Logo Chain,,Lip Piercings,Steel Ring,Steel Studs,Smile + Wink,Backalley,Hop With Me,Side Nod
Male,Peppermint,Yellow,Shutter Glasses,Pink Jacket,,Birthday Hat,Party Horn,,,Anger,FLUF Haus Miami 2021,I Like to Party,Subtle Nod
Male,Winter,Brown,Sunglasses,,Collar (Pink),,,Clown Nose,Bandaged,Blank,Garden,Hop With Me,Subtle Nod
Female,Red,Dollars,,,Headphones,Afro (Base),Joint,,,Mouth Open (Right),Tiki,Hop On By,Side To Side
Male,Sandy,Green,,Black FLUF Singlet,,Propeller Hat,Cigarette,Steel Ring,,Mouth Open (Right),Heaven,Follow You,Groove
Female,Peppermint,Blue,Heart Glasses,,,Mohawk (Red),Pacifier,Bone,FLUF Tag,Mouth Open (Middle),Dunes,Ear Wobbler,Side To Side
Male,Grey,Yellow,,Puffer Vest,Bowtie (Red),Beer Hat,,Gold Stud,Steel Studs,Blank,Dunes,Coffee and Carrots,Groove
Male,Raspberry Ripple,Reptile (White),,Boob Tube,,Afro (Base),Cigarette,Bull Ring,,Mouth Open (Right),Garden,Rabbiton,Side To Side
Female,Marshmellow,Red (Dilated),,White Singlet,,Mohawk (Base),Lollipop,Clown Nose,,Anger,Mystic Valley,Space Fluffle,Bob
Female,Winter,Dollars,,Tie Dye Singlet,VIP lanyard,,,Steel Ring,Red Ribbon,Grin,Markets,Run Rabbit,Bob
Male,Winter,Mandala,Cyberpunk Glasses,Kimono,Bone Necklace,Afro (Base),,Steel Ring,FLUF Tag,Wonder,Mansion,Desert Digging,Bob
Female,Orange,Cat (Blue),,,Bowtie (Black),,Party Horn,Steel Ring,,Mouth Open (Left),Dunes,NFT (Instrumental),Groove
Female,Brown,Glowing Red,Star Glasses,Digital Camo Singlet,Headphones,Tuft (Base),Lip Piercings,,,Smile,Gallery,Desert Digging,Round
Male,Zebra,Purple Rings,,Kimono,Tie,,Joint,,,Mouth Open (Right),Mansion,What the FLUF,Round
Female,Darkness,Xs,,,Collar (Black),,Cigarette,Diamond Stud,Diamond Studs,Mouth Open (Right),Star Explorer,Messiah,Subtle Nod
Male,Smoothie,Glowing Red,Safety Glasses,,,Flower Crown,Lipstick,,,Anger,Tiki,Eating Carrots in the Dark,Side To Side
Male,Black & White,Red (Dilated),,Kimono,Bone Necklace,Afro (Ginger),Lollipop,Diamond Stud,FLUF Tag,Mouth Open (Left),Markets,What the FLUF,Side To Side
Male,Raspberry Ripple,Green,,Pink Jacket,,Tuft (Blonde),Cigarette,,Gold Rings & Studs,Mouth Open (Right),Swamp,Space Fluffle,Side Nod
Male,Bully,Thirties,,FLUF Jacket,Dog Tags,,,Bone,Bandaged,Blank,Swamp,Run Rabbit,Side To Side
Male,Parrot,Green,,White Singlet,Bowtie (Gold),Afro (Base),,,,Sad,Beach,Disco Rabbit,Groove
Male,Sandy,Glowing White,Bug Eye Glasses,Red Balloon Singlet,,Beanie,Party Horn,Clown Nose,Steel Studs,Mouth Open (Left),Backalley,Hop With Me,Side To Side
Male,Camo,Reptile (Yellow),,Puffer Vest,Bowtie (Black),,Lip Piercings,Steel Ring,,Smile + Wink,Markets,Disco Rabbit,Groove
Female,Black & White,Yellow,,,Peace Necklace,Tuft (Black),Carrot,Steel Ring,,Mouth Open (Right),Beach,Floating or Flying,Big Nod
Male,Winter,Green,,Dress,Gold Chain,,Lollipop,Bone,Gold Studs,Mouth Open (Left),Pass,FLUF You Up,Side Nod
Male,Highlighter,Green,Safety Glasses,,Collar (Pink),Propeller Hat,Cigarette,,,Mouth Open (Right),Star Explorer,Hop With Me,Bob
Male,Pheonix,Yellow,,Camo Jacket,,Flower Crown,,Bull Ring,Gold Bows,Blank,Lambo,Ear Wobbler,Big Nod
Male,Black & White,Heart (Red),Star Glasses,,,Flower Crown,Party Horn,Bone,,Anger,Dunes,Space Fluffle,Side Nod
Male,Sandy,Scribble,,Black FLUF Singlet,Dog Tags,Bandana,Medical Mask,,Bit Ear,Blank,Garden,Eating Carrots in the Dark,Round
Female,Orange,Blue,Aviators,Boob Tube,,Sombrero,Carrot,Bull Ring,Bit Ear,Mouth Open (Right),Garden,Back in the Burrow,Big Nod
Female,Brown,Blue,,,,Flower Crown,Lip Piercings,,Steel Rings & Studs,Smile,Swamp,Space Fluffle,Side Nod
Male,Cheetah,Cat (Brown),,,Bowtie (Black),Flower Crown,Medical Mask,,Gold Studs,Blank,Beach,Run Rabbit,Bob
Female,Tiger,Green (Dilated),,Yellow Rabbit Singlet,Collar (Pink),Beer Hat,,Gold Ring,,Blank + Wink,Dunes,Desert Digging,Groove
Male,Sky,Thirties,,,,,Lollipop,Steel Stud,Steel Rings & Studs,Anger,Lambo,Disco Rabbit,Big Nod
Male,Peppermint,Brown,Round Glasses,Sign My Carrot Singlet,Gold Chain,Tuft (Base),Cigarette,,,Mouth Open (Right),Pass,Dubhop,Bob
Female,Winter,Yellow,,Dress,,Conical Hat,Lip Piercings,,,Smile + Wink,Star Explorer,Hop On By,Groove
Male,Grey,Blue,,,Peace Necklace,Pirate Hat,Carrot,Clown Nose,Gold Rings,Mouth Open (Right),Dunes,Ear Wobbler,Subtle Nod
Female,Sky,Yellow,Fake Eyelashes,,FLUF Logo Chain,Conical Hat,Carrot,Steel Ring,Diamond Studs,Mouth Open (Right),Swamp,Hop With Me,Side To Side
Male,Blue Blood,Yellow,,Flannel Jacket,,Propeller Hat,Medical Mask,,Steel Rings & Studs,Blank + Wink,Backalley,Run Rabbit,Round
Male,Smoothie,Green (Dilated),,FLUF Jacket,,Army Helmet,Whistle,Diamond Stud,,Mouth Open (Middle),Mansion,Beyond the Gates,Bob
Female,Brown,Heart (Blue),,Dress,Collar (Pink),Pirate Hat,Pacifier,,,Mouth Open (Middle),Garden,Follow You,Subtle Nod
Male,Red,Red,,,Bowtie (Red),Beanie,Cigarette,Steel Stud,,Mouth Open (Right),Garden,FLUF Ocean,Big Nod
Male,Red,Red (Dilated),,,Collar (Black),Devil Horns,Pipe,Bull Ring,Steel Studs,Mouth Open (Right),Mansion,Messiah,Groove
Male,Winter,Thirties,,Black FLUF Singlet,,Conical Hat,Pipe,Steel Stud,,Mouth Open (Right),Pass,Desert Digging,Big Nod
Male,Winter,Mandala,,,Bowtie (Red),,Carrot,Bull Ring,FLUF Tag,Mouth Open (Right),Tiki,Electric Carrots,Big Nod
Male,Blue Blood,Thirties,,,Tie,Tuft (Base),Carrot,,Steel Studs,Mouth Open (Right),Mansion,Floating or Flying,Subtle Nod
Male,Winter,Brown,Sunglasses,Voxel Rabbit Singlet,Collar (Black),Flower Crown,,Diamond Stud,,Blank,The Front,Latin Fiesta,Bob
Male,Grey,Blue,Star Glasses,,Bone Necklace,Afro (Base),Pacifier,Gold Ring,Bandaged,Mouth Open (Middle),Markets,Reggae Rabbits,Bob
Female,Zebra,Brown,Aviators,Pink Jacket,,Mohawk (Base),Pipe,,,Mouth Open (Right),Beach,Eating Carrots in the Dark,Side To Side
Male,Sandy,Heart (Red),Fake Eyelashes,,,Afro (Base),Joint,,Steel Rings & Studs,Mouth Open (Right),Spaceship,Floating or Flying,Big Nod
Male,Black & White,Dollars,,Camo Jacket,Bowtie (Black),Beanie,Cigar,,,Mouth Open (Right) + Wink,Mansion,Reggae Rabbits,Subtle Nod
Female,Sandy,Green,Round Glasses,,Tie,Sombrero,,,Steel Rings,Blank,Dunes,Electric Carrots,Big Nod
Female,Sandy,Glowing Red,Heart Glasses,Pink Jacket,Bone Necklace,Birthday Hat,,,Steel Studs,Sad,Backalley,Disco Rabbit,Big Nod
Female,Sandy,Reptile (Yellow),Shutter Glasses,Gold Jacket,,,,Steel Ring,Steel Studs,Blank,Gallery,Stardust,Side To Side
Male,Cheetah,Dollars,,Sign My Carrot Singlet,Dog Tags,,Joint,,Diamond Cross Earring,Mouth Open (Right),Mansion,Disco Rabbit,Groove
Male,Retro,Blue,Sunglasses,Holographic Jacket,FLUF Logo Chain,,,Steel Ring,Steel Rings & Studs,Blank,Backalley,Shadows,Round
Male,Orange,Green,Shutter Glasses,Puffer Vest,,Beanie,Cigar,,Steel Rings & Studs,Mouth Open (Right),Backalley,Reggae Rabbits,Side To Side
Female,Orange,Yellow,Cyberpunk Glasses,Flannel Jacket,Lei,,Whistle,Steel Ring,Steel Rings & Studs,Mouth Open (Middle),Lambo,I Like to Party,Side To Side
Female,Black & White,Mandala,,,Collar (Pink),Beanie,,Clown Nose,Diamond Studs,Blank,Lambo,Rabbiton,Subtle Nod
Male,Zebra,Green (Dilated),,Red Balloon Singlet,Bowtie (Gold),Beer Hat,,,Gold Studs,Blank,Mansion,Hop With Me,Big Nod
Male,Winter,Cat (Brown),,Digital Camo Singlet,Bowtie (Gold),Afro (Base),,Bull Ring,Steel Rings & Studs,Anger,Beach,Hop On By,Subtle Nod
Male,Blue Blood,Brown,,Gold Jacket,Lei,FLUF Cap,Pacifier,,,Mouth Open (Middle),Heaven,Floating or Flying,Side Nod
Female,Brown,Blue,Bug Eye Glasses,Black FLUF Singlet,,Tuft (Base),,Gold Stud,,Smile,Garden,L.O.V.E.,Bob
Male,Raspberry Ripple,Heart (Blue),,Puffer Jacket,Bowtie (Black),Afro (Black),Pipe,,,Mouth Open (Right),Tiki,Rabbiton,Subtle Nod
Male,Starry Night,Blue,,,,Mullet (Black),Lollipop,Steel Stud,FLUF Tag,Anger,Lambo,Eating Carrots in the Dark,Big Nod
Female,Orange,Thirties,,,Headphones,Tuft (Base),,Bone,Steel Rings & Studs,Sad,Markets,Coffee and Carrots,Bob
Male,Winter,Hypnotic,,Kimono,Bone Necklace,,,Steel Stud,,Smile,Swamp,I Love FLUF,Subtle Nod
Male,Sandy,Reptile (White),Designer Glasses,,,,Lip Piercings,Bull Ring,Steel Rings,Wonder,Markets,Desert Digging,Groove
Male,Bully,Fire,Star Glasses,,Collar (Pink),,,Gold Stud,Steel Rings,Blank,Beach,FLUF You Up,Subtle Nod
Female,Orange,Green,Sunglasses,,,,,Bone,Steel Studs,Blank,Heaven,Disco Rabbit,Round
Male,Red,Glowing Red,,Camo Jacket,,,Medical Mask,,Santa Hat,Blank,Markets,Hop On By,Side To Side
Female,Candy Floss,Blue,Designer Glasses,,Tie,Afro (Base),,Bone,FLUF Tag,Blank,Thank You For Having Us,Coffee and Carrots,Round
Male,Grey,Heart (Red),,Leather Vest,Bowtie (Gold),Beanie,Pacifier,Steel Ring,,Mouth Open (Middle),Backalley,Disco Rabbit,Side Nod
Male,Sandy,Brown,Bug Eye Glasses,,Bowtie (Black),Afro (Base),,Bone,Steel Rings,Sad,Backalley,I Like to Party,Groove
Female,Sandy,Cat (Blue),,,,Halo,Carrot,Bone,Diamond Cross Earring,Mouth Open (Right),Lambo,Dubhop,Groove
Male,Honeycomb,Blue,,Flannel Jacket,,Mullet (Base),Cigarette,Steel Ring,Steel Rings & Studs,Mouth Open (Right),Pass,Eating Carrots in the Dark,Side To Side
Male,Peppermint,Cat (Brown),,Leather Vest,Collar (Black),Pirate Hat,Lollipop,Gold Ring,Steel Studs,Anger,After Party,L.O.V.E.,Bob
Male,Grey,Purple,,Digital Camo Singlet,Greenstone,,Joint,,,Mouth Open (Right),Lambo,Electric Carrots,Round
Male,Grey,Reptile (White),Shutter Glasses,High Vis Vest,,Sun Visor,,Bull Ring,,Blank,Beach,Space Fluffle,Subtle Nod
Male,Sky,Glowing Red,Neon Glasses,,Bowtie (Red),,Lipstick,Bone,,Sad,ASTO Discovery Portal,Rabbiton,Side To Side
Male,Raspberry Ripple,Blue,Sunglasses,Yellow Rabbit Singlet,VIP lanyard,Afro (Base),,Steel Ring,Bandaged,Blank,FLUF Haus Miami 2021,Coffee and Carrots,Side To Side
Male,Winter,Fire,Shutter Glasses,High Vis Vest,,Mohawk (Base),,Steel Ring,Santa Hat,Blank,Swamp,Eating Carrots in the Dark,Round
Male,Brown,Brown,Aviators,,,Pirate Hat,,Diamond Stud,FLUF Tag,Blank,Gallery,Electric Carrots,Groove
Male,Sky,Blue,Round Glasses,Leather Vest,Collar (Black),,Whistle,Bull Ring,,Mouth Open (Middle),Lambo,What the FLUF,Subtle Nod
Male,Black & White,Blue,Bug Eye Glasses,Dress,Collar (Black),,Mooncrust Pizza,,,Mouth Open (Middle),Lambo,Dubhop,Subtle Nod
Male,Brown,Dollars,,Yellow Rabbit Singlet,Gold Chain,,Medical Mask,,Gold Rings,Blank,Pass,Floating or Flying,Round
Male,Camo,Xs,,Voxel Rabbit Singlet,Dog Tags,,Lip Piercings,,,Smile,Pass,Eating Carrots in the Dark,Side Nod
Female,Brown,Purple,,,Bowtie (Red),Tuft (Base),Carrot,Diamond Stud,Bandaged,Mouth Open (Right),Gallery,Disco Rabbit,Big Nod
Male,Sky,Green (Dilated),,White Singlet,VIP lanyard,Devil Horns,Joint,Steel Ring,Steel Rings & Studs,Mouth Open (Right) + Wink,Mansion,Ear Wobbler,Big Nod
Male,Moody Blue,Green,Aviators,Camo Jacket,,Propeller Hat,Carrot,,,Mouth Open (Right) + Wink,The Front,NFT (Instrumental),Side To Side
Female,Grey,Cat (Brown),Dive Goggles,Sign My Carrot Singlet,Collar (Black),Mohawk (Base),Lipstick,,FLUF Tag,Blank,Garden,Back in the Burrow,Groove
Male,Kanagawa,Blue,Neon Glasses,,Collar (Black),,,Steel Stud,FLUF Tag,Anger,Dancing in the Shroomlight,Messiah,Subtle Nod
Female,Red,Heart (Red),,Puffer Jacket,,,Pacifier,Bone,,Mouth Open (Middle),Backalley,Run Rabbit,Subtle Nod
Male,Black & White,Brown,Round Glasses,,Lei,Flower Crown,,Gold Ring,Gold Rings & Studs,Smile + Wink,Garden,Disco Rabbit,Subtle Nod
Male,Brown,Thirties,,,Lei,Flower Crown,Cigarette,Steel Ring,Steel Rings,Mouth Open (Right),Garden,Coffee and Carrots,Side Nod
Male,Winter,Heart (Blue),,High Vis Vest,Dog Tags,Mohawk (Base),Carrot,Bone,,Mouth Open (Right) + Wink,FTW (F*ck The War),Bear Marley,Bob
Male,Red,Dollars,Eye Patch,High Vis Vest,,,Cigarette,Bull Ring,Red Ribbon,Mouth Open (Right),Tiki,Beyond the Gates,Groove
Male,Grey,Yellow,,Voxel Rabbit Singlet,,Sun Visor,Mooncrust Pizza,Bull Ring,,Mouth Open (Middle) + Wink,Heaven,Reggae Rabbits,Side To Side
Male,Blue Blood,Fire,Designer Glasses,,Dog Tags,,Pipe,Gold Ring,Steel Rings & Studs,Mouth Open (Right),Spaceship,FLUF You Up,Side To Side
Male,Sky,Purple,Dive Goggles,Dress,Bowtie (Red),,Cigar,,Steel Studs,Mouth Open (Right),Garden,Messiah,Round
Male,Winter,Heart (Red),,Puffer Vest,Greenstone,Bandana,Carrot,,FLUF Tag,Mouth Open (Right),Garden,What the FLUF,Bob
Male,Black & White,Brown,Aviators,Gold Jacket,,Cowboy Hat,Pacifier,,Steel Studs,Mouth Open (Middle),Heaven,Reggae Rabbits,Big Nod
Male,Winter,Dollars,Star Glasses,,,Beanie,Joint,Gold Stud,,Mouth Open (Right),FTW (F*ck The War),Reggae Rabbits,Side To Side
Female,Zebra,Purple Rings,,,,,Demon Mask,,Steel Rings,Blank,Thank You For Having Us,Ear Wobbler,Side To Side
Male,Darkness,Cat (Brown),Star Glasses,,,,Lollipop,,Steel Rings & Studs,Anger,Spaceship,Space Fluffle,Groove
Male,Tiger,Reptile (Yellow),,High Vis Vest,,FLUF Cap,,Steel Ring,Steel Studs,Grin,The Wall,Rabbiton,Subtle Nod
Male,Orange,Green,Sunglasses,,Glowstick Necklace,,Whistle,,Steel Rings,Mouth Open (Middle),Markets,Hop With Me,Round
Male,Black & White,Blue,Bug Eye Glasses,Red Balloon Singlet,Bowtie (Gold),Conical Hat,,Gold Ring,Steel Rings,Anger,Markets,Ear Wobbler,Groove
Male,Parrot,Cat (Blue),,Sign My Carrot Singlet,Gold Chain,,,Steel Ring,,Blank,Mansion,Disco Rabbit,Big Nod
Female,Sandy,Brown,,Boob Tube,Collar (Pink),Sun Visor,Pipe,Steel Stud,,Mouth Open (Right),Heaven,How Could You,Bob
Male,Peppermint,Green,Shutter Glasses,Camo Jacket,,Afro (Ginger),,,Steel Studs,Grin,Pass,Back in the Burrow,Side Nod
Male,Tiger,Brown,Sunglasses,Camo Jacket,Bowtie (Gold),Conical Hat,,,,Blank,Swamp,Hop With Me,Side Nod
Male,Black & White,Green,Speed Glasses,Leather Vest,,Conical Hat,,Steel Stud,Steel Studs,Blank,Tiki,Reggae Rabbits,Round
Male,Raspberry Ripple,Green,,Puffer Vest,Collar (Black),Tuft (Black),,Bull Ring,Gold Rings,Blank + Wink,Pass,Floating or Flying,Round
Female,Peppermint,Green,Speed Glasses,White Singlet,,,Joint,,Steel Studs,Mouth Open (Right),Swamp,Follow You,Groove
Male,Grey,Green,Designer Glasses,High Vis Vest,,Beanie,Cigar,,,Mouth Open (Right),After Party,Back in the Burrow,Subtle Nod
Male,Grey,Green,,Black FLUF Singlet,,Tuft (Black),,Steel Stud,Steel Rings & Studs,Blank,Heaven,Follow You,Subtle Nod
Male,Cow,Green,,Puffer Vest,,,Carrot,Diamond Stud,Gold Rings,Mouth Open (Right) + Wink,Lambo,Follow You,Bob
Male,Brown,Green,Heart Glasses,Boob Tube,Headphones,Bandana,,Bull Ring,,Blank,Lambo,Lucky Foot,Bob
Male,Candy Floss,Purple,Eye Patch,,Gold Chain,Afro (Ginger),Cigarette,,,Mouth Open (Right),Spaceship,Stardust,Subtle Nod
Male,Blue Blood,Purple Rings,,,Headphones,,Party Horn,Steel Ring,Gold Rings,Mouth Open (Left),Dancing in the Shroomlight,Messiah,Round
Female,Pheonix,Brown,Heart Glasses,Holographic Jacket,,,,,,Grin,Mansion,Coffee and Carrots,Round
Female,Sandy,Cat (Blue),Shutter Glasses,,VIP lanyard,,Party Horn,,,Anger,Pass,I Like to Party,Subtle Nod
Male,Black & White,Fire,,,Lei,Afro (Black),,Steel Ring,,Blank,Star Explorer,Dubhop,Side Nod
Male,Grey,Brown,Dive Goggles,,,Pirate Hat,Pacifier,Steel Stud,Steel Rings & Studs,Mouth Open (Middle) + Wink,Pass,Coffee and Carrots,Round
Male,Black & White,Blue,Aviators,,,Beanie,Lip Piercings,Diamond Stud,,Wonder,Mansion,Dubhop,Round
Male,Moody Blue,Red,,Kimono,,FLUF Cap,Lollipop,Steel Ring,Gold Rings,Anger,Mansion,Let It Go,Subtle Nod
Male,Peppermint,Yellow,,,Bowtie (Black),Halo,Pipe,Gold Ring,,Mouth Open (Right) + Wink,FTW (F*ck The War),Back in the Burrow,Big Nod
Male,Orange,Scribble,,Camo Jacket,,,Lollipop,,Bandaged,Anger,Forest,I Love FLUF,Side Nod
Female,Winter,Green,Fake Eyelashes,Tie Dye Singlet,Bowtie (Black),Tuft (Base),,,Red Ribbon,Blank + Wink,Thank You For Having Us,I Love FLUF,Bob
Female,Sandy,Blue,Aviators,Sign My Carrot Singlet,Bowtie (Red),Army Helmet,,Bull Ring,,Blank,Mansion,Eating Carrots in the Dark,Side Nod
Male,Orange,Blue,,,Collar (Black),Devil Horns,Lip Piercings,Steel Ring,Steel Rings & Studs,Smile + Wink,Markets,Floating or Flying,Groove
Male,Hawk,Yellow,,,,Pirate Hat,Mooncrust Pizza,Bone,Bandaged,Mouth Open (Middle),After Party,Follow You,Side Nod
Male,Honeycomb,Cat (Brown),,Leather Vest,,Birthday Hat,Cigar,,Steel Rings,Mouth Open (Right),Spaceship,Desert Digging,Round
Female,Winter,Green,Round Glasses,Yellow Rabbit Singlet,,Sombrero,Lip Piercings,,Gold Rings,Smile,Mansion,Run Rabbit,Bob
Female,Tiger,Blue,Neon Glasses,Boob Tube,Bowtie (Black),,,Steel Stud,Gold Rings,Blank,The Wall,Disco Rabbit,Groove
Female,Black & White,Green,Deal With It Glasses,White Singlet,,Pirate Hat,,Bone,Bandaged,Anger,Fluf Haus LA 2022,Let The Story Begin,Round
Male,Brown,Yellow,Shutter Glasses,,Glowstick Necklace,Birthday Hat,,Steel Ring,Diamond Studs,Blank,Star Explorer,Eating Carrots in the Dark,Side Nod
Female,Winter,Green (Dilated),,,,Tuft (Blonde),Party Horn,Gold Ring,Diamond Cross Earring,Anger,Markets,Follow You,Side To Side
Male,Smoothie,Brown,Sunglasses,Sign My Carrot Singlet,Collar (Black),,Carrot,,Bandaged,Mouth Open (Right),Mansion,FLUF You Up,Side To Side
